level,name,Total population,Population under age 18,Percent under age 18,Population ages 65+,Percent ages 65+,Male population,Percent male,Female population,Percent female,White population,Percent white,Black population,Percent black,Latino population,Percent Latino,Other race population,Percent other race,Foreign-born population,Percent foreign-born,Total households,Owner-occupied households,Homeownership rate,Cost-burdened households,Cost-burden rate,Households with 1+ vehicles,"Percent of households, 1+ vehicles",Adults ages 25+,Adults without high school diploma,"Percent of adults, no high school diploma",Adults with bachelor's or higher,"Percent of adults, bachelor's or higher",Median household income,Poverty status known,Population in poverty,Poverty rate,Low-income population,Low-income rate,"Under 18, poverty status known",Children in poverty,Child poverty rate,Low-income children,Child low-income rate,"Ages 65+, poverty status known",Seniors in poverty,Senior poverty rate,Low-income seniors,Senior low-income rate
4_region,Eastern Connecticut Health Network other towns,83815,18285,0.22,14521,0.17,42327,0.51,41488,0.49,66311,0.79,1864,0.02,5156,0.06,10484,0.13,9100,0.11,32327,26717,0.83,7397,0.23,31414,0.97,58582,1710,0.03,29902,0.51,NA,83426,5007,0.06,9703,0.12,18056,1169,0.06,1977,0.11,14389,665,0.05,2004,0.14
4_region,Eastern cities,130317,23709,0.18,22803,0.17,65716,0.5,64601,0.5,80819,0.62,10828,0.08,25507,0.2,13163,0.1,15338,0.12,53988,27458,0.51,19783,0.38,47721,0.88,88148,9677,0.11,25150,0.29,NA,120859,18008,0.15,40344,0.33,23250,4852,0.21,10830,0.47,21889,1730,0.08,5379,0.25
4_region,Greater Bridgeport,326381,71713,0.22,51824,0.16,159824,0.49,166557,0.51,193916,0.59,35413,0.11,66469,0.2,30583,0.09,68425,0.21,117497,77956,0.66,47858,0.42,105805,0.9,221540,25842,0.12,92435,0.42,NA,316788,42156,0.13,84512,0.27,70986,12586,0.18,24041,0.34,50636,5055,0.1,12428,0.25
4_region,Greater Danbury,267885,57296,0.21,49577,0.19,130831,0.49,137054,0.51,184816,0.69,15401,0.06,43891,0.16,23777,0.09,48405,0.18,100363,75760,0.75,34911,0.35,95291,0.95,187165,15209,0.08,88445,0.47,NA,262865,17274,0.07,47849,0.18,56724,4479,0.08,13865,0.24,48267,3312,0.07,8681,0.18
4_region,Greater Danbury other towns,153248,33563,0.22,32495,0.21,75328,0.49,77920,0.51,123991,0.81,3894,0.03,13473,0.09,11890,0.08,17181,0.11,57896,49296,0.85,17877,0.31,55456,0.96,108851,4661,0.04,60725,0.56,NA,151632,6395,0.04,19368,0.13,33273,1264,0.04,5138,0.15,31758,1964,0.06,5014,0.16
4_region,Greater Hartford,977165,200946,0.21,167285,0.17,477460,0.49,499705,0.51,593343,0.61,114765,0.12,174513,0.18,94544,0.1,143765,0.15,386549,252141,0.65,123029,0.33,349785,0.9,675246,60675,0.09,277549,0.41,NA,942162,101370,0.11,214596,0.23,198566,27821,0.14,57625,0.29,161750,14105,0.09,36835,0.23
4_region,Greater New Haven,466491,92281,0.2,81110,0.17,225600,0.48,240891,0.52,284244,0.61,65742,0.14,80057,0.17,36448,0.08,62871,0.13,182705,109354,0.6,66758,0.38,161284,0.88,320391,25457,0.08,138995,0.43,NA,445221,52504,0.12,109650,0.25,91173,14598,0.16,29475,0.32,78893,6453,0.08,17488,0.22
4_region,Greater Norwalk,167730,38360,0.23,27003,0.16,83505,0.5,84225,0.5,102262,0.61,17323,0.1,32969,0.2,15176,0.09,38268,0.23,61781,42893,0.69,22211,0.37,58654,0.95,116287,8474,0.07,67936,0.58,NA,166535,12158,0.07,25373,0.15,37827,3196,0.08,6612,0.17,26549,1590,0.06,4219,0.16
4_region,Greater Norwalk other towns,76680,20693,0.27,12630,0.16,37825,0.49,38855,0.51,61584,0.8,1569,0.02,4969,0.06,8558,0.11,11008,0.14,26509,23548,0.89,8243,0.32,25993,0.98,50234,948,0.02,39776,0.79,NA,76104,2330,0.03,4691,0.06,20522,417,0.02,803,0.04,12416,441,0.04,1153,0.09
4_region,Greater Waterbury,340394,71736,0.21,61778,0.18,166137,0.49,174257,0.51,210339,0.62,38908,0.11,61991,0.18,29156,0.09,45992,0.14,133191,91116,0.68,45443,0.35,120797,0.91,239287,23021,0.1,84614,0.35,NA,334920,35269,0.11,78232,0.23,70478,9695,0.14,20096,0.29,60167,4557,0.08,13629,0.23
4_region,Hartford Foundation,758725,158453,0.21,130617,0.17,370387,0.49,388338,0.51,444732,0.59,104319,0.14,132665,0.17,77009,0.1,115213,0.15,303570,198502,0.65,96510,0.33,273768,0.9,535179,45701,0.09,230642,0.43,NA,740411,77340,0.1,162179,0.22,156668,21115,0.13,42743,0.27,126028,11455,0.09,28645,0.23
4_region,Hartford Foundation other towns,637668,130537,0.2,116891,0.18,312366,0.49,325302,0.51,426709,0.67,63216,0.1,76842,0.12,70901,0.11,89496,0.14,255293,186124,0.73,71852,0.29,239473,0.94,459029,26446,0.06,217326,0.47,NA,626815,46802,0.07,104454,0.17,129345,11130,0.09,24860,0.19,112721,7918,0.07,21982,0.2
4_region,Hartford Hospital HSA,504188,104842,0.21,82363,0.16,244421,0.48,259767,0.52,241769,0.48,96336,0.19,114945,0.23,51138,0.1,88698,0.18,203542,119931,0.59,70400,0.36,177649,0.87,352060,38015,0.11,131520,0.37,NA,490941,62304,0.13,129887,0.26,103569,18348,0.18,36195,0.35,79410,8828,0.11,20770,0.26
4_region,Hartford Hospital HSA other towns,383131,76926,0.2,68637,0.18,186400,0.49,196731,0.51,223746,0.58,55233,0.14,59122,0.15,45030,0.12,62981,0.16,155265,107553,0.69,45742,0.3,143354,0.92,275910,18760,0.07,118204,0.43,NA,377345,31766,0.08,72162,0.19,76246,8363,0.11,18312,0.24,66103,5291,0.08,14107,0.21
4_region,Hartford Inner Ring,425652,83804,0.2,77567,0.18,207307,0.49,218345,0.51,262013,0.62,56315,0.13,63629,0.15,43695,0.1,64766,0.15,174989,118921,0.68,52496,0.31,162148,0.93,308083,22240,0.07,125133,0.41,NA,419573,36346,0.09,84517,0.2,83043,9229,0.11,21394,0.26,74837,6221,0.08,16437,0.22
4_region,Hartford Outer Ring,356244,71811,0.2,66304,0.19,176159,0.49,180085,0.51,285189,0.8,9187,0.03,22151,0.06,39717,0.11,38882,0.11,134708,109027,0.81,33718,0.26,129475,0.96,244801,10547,0.04,129975,0.53,NA,337641,20430,0.06,42635,0.13,70981,3872,0.05,8144,0.11,64423,3356,0.05,10529,0.16
4_region,Health Improvement Collaborative of Southeastern Connecticut area,152982,28972,0.19,31242,0.2,76772,0.5,76210,0.5,114542,0.75,7382,0.05,15971,0.1,15087,0.1,13501,0.09,63259,41767,0.66,19277,0.31,58982,0.93,108961,6048,0.06,44903,0.41,NA,145339,12826,0.09,30072,0.21,28577,3891,0.14,8057,0.28,30136,1701,0.06,5428,0.18
4_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,125386,24419,0.19,27179,0.22,63413,0.51,61973,0.49,101024,0.81,3464,0.03,7867,0.06,13031,0.1,8697,0.07,52134,37195,0.71,14697,0.29,49744,0.95,91267,3845,0.04,40165,0.44,NA,121596,7718,0.06,20742,0.17,24114,2267,0.09,5404,0.22,26242,1270,0.05,4298,0.16
4_region,Hospital of Central Connecticut HSA,263133,55240,0.21,45092,0.17,128928,0.49,134205,0.51,171599,0.65,15674,0.06,54984,0.21,20876,0.08,36531,0.14,104539,68763,0.66,32994,0.32,95811,0.92,182085,18363,0.1,58152,0.32,NA,258620,26302,0.1,60703,0.23,54654,8420,0.15,18442,0.34,43680,2907,0.07,9843,0.23
4_region,Hospital of Central Connecticut HSA other towns,188921,37825,0.2,35404,0.19,92955,0.49,95966,0.51,143481,0.76,7514,0.04,22074,0.12,15852,0.08,22131,0.12,75964,56948,0.75,20837,0.28,71944,0.95,135873,9730,0.07,49027,0.36,NA,187268,12246,0.07,30984,0.17,37435,3685,0.1,8238,0.22,34497,1916,0.06,6637,0.19
4_region,Lower Naugatuck Valley,139814,26513,0.19,25499,0.18,68728,0.49,71086,0.51,93625,0.67,10234,0.07,22770,0.16,13185,0.09,20901,0.15,55600,39852,0.72,17509,0.32,51918,0.93,103166,8575,0.08,37002,0.36,NA,138751,9255,0.07,24404,0.18,26342,1999,0.08,5201,0.2,24690,2074,0.08,5539,0.22
4_region,MidState Medical Center HSA,177167,36549,0.21,32862,0.19,86371,0.49,90796,0.51,123713,0.7,7021,0.04,31811,0.18,14622,0.08,19489,0.11,70279,51441,0.73,20550,0.3,65467,0.93,126683,11752,0.09,46282,0.37,NA,173450,14931,0.09,34676,0.2,36278,4788,0.13,10217,0.28,31436,2280,0.07,6984,0.22
4_region,MidState Medical Center HSA other towns,116611,23467,0.2,23355,0.2,57035,0.49,59576,0.51,93134,0.8,2688,0.02,9364,0.08,11425,0.1,13325,0.11,45261,36563,0.81,11250,0.25,43302,0.96,84343,5461,0.06,37925,0.45,NA,113611,5550,0.05,13624,0.12,23260,1359,0.06,3025,0.13,22459,1391,0.06,4192,0.19
4_region,Natchaug Hospital HSA,82917,12183,0.15,12539,0.15,40467,0.49,42450,0.51,62311,0.75,2213,0.03,11094,0.13,7299,0.09,7122,0.09,28091,19077,0.68,8773,0.33,26143,0.93,46592,3921,0.08,17277,0.37,NA,66495,9737,0.15,19217,0.29,11949,1827,0.15,4004,0.34,12203,693,0.06,2522,0.21
4_region,Natchaug Hospital HSA other towns,58467,8170,0.14,8793,0.15,28666,0.49,29801,0.51,47491,0.81,974,0.02,3644,0.06,6358,0.11,5307,0.09,18784,14398,0.77,5130,0.29,17874,0.95,31628,1769,0.06,13900,0.44,NA,45431,5090,0.11,9861,0.22,7976,729,0.09,1516,0.19,8709,481,0.06,1663,0.19
4_region,New Haven Inner Ring,144276,26564,0.18,23851,0.17,70153,0.49,74123,0.51,82212,0.57,23877,0.17,27998,0.19,10189,0.07,21408,0.15,54324,33419,0.62,19533,0.37,49491,0.91,97030,8355,0.09,33678,0.35,NA,133780,12808,0.1,30875,0.23,26214,2691,0.1,7805,0.3,23031,1743,0.08,5049,0.22
4_region,New Haven Outer Ring,186479,35881,0.19,42629,0.23,91626,0.49,94853,0.51,158336,0.85,3825,0.02,10428,0.06,13890,0.07,17709,0.09,75404,60767,0.81,22097,0.3,72449,0.96,138539,4955,0.04,72638,0.52,NA,185074,7769,0.04,20491,0.11,35611,1371,0.04,3334,0.09,41682,2015,0.05,6132,0.15
4_region,North Central DMHAS,1007988,211995,0.21,172228,0.17,492506,0.49,515482,0.51,608670,0.6,118146,0.12,185679,0.18,95493,0.09,145826,0.14,401903,262289,0.65,128070,0.33,363918,0.91,706162,63192,0.09,283254,0.4,NA,985160,103060,0.1,222387,0.23,209521,29454,0.14,61416,0.29,166298,14357,0.09,37894,0.23
4_region,Other New Haven County cities,104807,21081,0.2,18865,0.18,50495,0.48,54312,0.52,66082,0.63,4883,0.05,27587,0.26,6255,0.06,11328,0.11,43449,28613,0.66,14564,0.34,39686,0.91,75421,8480,0.11,20905,0.28,NA,103290,12059,0.12,26949,0.26,21007,4021,0.19,8294,0.39,17789,1639,0.09,4842,0.27
4_region,QVHD,99593,19115,0.19,18593,0.19,48976,0.49,50617,0.51,65779,0.66,14926,0.15,10681,0.11,8207,0.08,12327,0.12,37372,26828,0.72,10941,0.3,34936,0.93,68342,3462,0.05,34094,0.5,NA,92784,6657,0.07,14543,0.16,18763,1627,0.09,3331,0.18,17989,995,0.06,3010,0.17
4_region,Sharon Hospital HSA,20235,3610,0.18,5273,0.26,10070,0.5,10165,0.5,16562,0.82,321,0.02,1584,0.08,1768,0.09,1875,0.09,8266,6112,0.74,2354,0.3,7726,0.93,14957,878,0.06,7238,0.48,NA,19685,2126,0.11,3882,0.2,3466,701,0.2,951,0.27,5049,130,0.03,752,0.15
4_region,South Central DMHAS,825803,158391,0.19,150992,0.18,399724,0.48,426079,0.52,542837,0.66,84177,0.1,135403,0.16,63386,0.08,100762,0.12,331099,214588,0.65,113800,0.35,299698,0.91,584053,45477,0.08,237610,0.41,NA,796129,82304,0.1,180418,0.23,156878,22121,0.14,46954,0.3,145710,11770,0.08,32376,0.22
4_region,Southeastern DMHAS,437516,81969,0.19,79543,0.18,218635,0.5,218881,0.5,337063,0.77,16694,0.04,46681,0.11,37078,0.08,33317,0.08,172821,119317,0.69,52840,0.31,161620,0.94,300498,22657,0.08,100497,0.33,NA,410316,40478,0.1,94936,0.23,80818,10013,0.12,23494,0.29,77090,4860,0.06,16083,0.21
4_region,Southwestern DMHAS,714593,159106,0.22,113170,0.16,350486,0.49,364107,0.51,415424,0.58,80101,0.11,150054,0.21,69014,0.1,166926,0.23,262576,166772,0.64,103029,0.4,241762,0.92,490550,47773,0.1,250824,0.51,NA,701967,72119,0.1,153263,0.22,157255,20822,0.13,42488,0.27,110602,9327,0.08,23538,0.21
4_region,St. Vincent's Medical Center HSA,378664,80640,0.21,62602,0.17,185105,0.49,193559,0.51,237500,0.63,36265,0.1,70450,0.19,34449,0.09,73476,0.19,139448,94826,0.68,54761,0.4,126813,0.91,261181,27635,0.11,111431,0.43,NA,368648,44449,0.12,90402,0.25,79852,12938,0.16,24909,0.31,61119,5646,0.09,13870,0.23
4_region,St. Vincent's Medical Center HSA other towns,230194,49838,0.22,42511,0.18,112790,0.49,117404,0.51,189392,0.82,7109,0.03,16660,0.07,17033,0.07,26813,0.12,83898,69708,0.83,27104,0.33,80794,0.96,160140,7454,0.05,86432,0.54,NA,223975,11314,0.05,26977,0.12,49315,2301,0.05,5972,0.12,41483,2322,0.06,6103,0.15
4_region,Stamford Hospital HSA,156984,32743,0.21,23510,0.15,76895,0.49,80089,0.51,74771,0.48,24732,0.16,41644,0.27,15837,0.1,46565,0.3,60636,30672,0.51,25462,0.43,55509,0.92,109950,11821,0.11,60054,0.55,NA,155560,14727,0.09,35639,0.23,32161,4278,0.13,9694,0.3,22917,2155,0.09,5671,0.25
4_region,Western DMHAS,625417,131416,0.21,113175,0.18,307845,0.49,317572,0.51,404650,0.65,56852,0.09,109591,0.18,54324,0.09,96133,0.15,241408,169622,0.7,82303,0.35,222320,0.92,439527,40977,0.09,171041,0.39,NA,613991,57731,0.09,135611,0.22,129081,15773,0.12,36571,0.28,109917,8132,0.07,22661,0.21
4_region,Windham Hospital HSA,82917,12183,0.15,12539,0.15,40467,0.49,42450,0.51,62311,0.75,2213,0.03,11094,0.13,7299,0.09,7122,0.09,28091,19077,0.68,8773,0.33,26143,0.93,46592,3921,0.08,17277,0.37,NA,66495,9737,0.15,19217,0.29,11949,1827,0.15,4004,0.34,12203,693,0.06,2522,0.21
4_region,Windham Hospital HSA other towns,58467,8170,0.14,8793,0.15,28666,0.49,29801,0.51,47491,0.81,974,0.02,3644,0.06,6358,0.11,5307,0.09,18784,14398,0.77,5130,0.29,17874,0.95,31628,1769,0.06,13900,0.44,NA,45431,5090,0.11,9861,0.22,7976,729,0.09,1516,0.19,8709,481,0.06,1663,0.19
6_town,Andover,3160,508,0.16,560,0.18,1545,0.49,1615,0.51,2946,0.93,17,0.01,12,0,185,0.06,146,0.05,1158,1036,0.89,314,0.27,1151,0.99,2353,52,0.02,1154,0.49,124167,3160,38,0.01,182,0.06,508,0,0,21,0.04,560,9,0.02,86,0.15
6_town,Avon,18852,4416,0.23,3944,0.21,9107,0.48,9745,0.52,14096,0.75,404,0.02,1015,0.05,3337,0.18,3456,0.18,7579,6303,0.83,1924,0.26,7398,0.98,13498,484,0.04,9521,0.71,146153,18636,886,0.05,1768,0.09,4403,224,0.05,347,0.08,3766,133,0.04,467,0.12
6_town,Berlin,20149,4093,0.2,4606,0.23,9853,0.49,10296,0.51,17532,0.87,160,0.01,1093,0.05,1364,0.07,2271,0.11,8221,6714,0.82,2397,0.3,7954,0.97,14570,1213,0.08,6535,0.45,106272,20072,964,0.05,2193,0.11,4027,293,0.07,635,0.16,4595,287,0.06,551,0.12
6_town,Bloomfield,21460,3323,0.15,5228,0.24,9807,0.46,11653,0.54,6512,0.3,11750,0.55,1848,0.09,1350,0.06,4421,0.21,8984,6046,0.67,2994,0.34,8103,0.9,16796,1314,0.08,6418,0.38,90061,21115,1542,0.07,3177,0.15,3283,230,0.07,555,0.17,5008,349,0.07,829,0.17
